X,Y,X,Y,id,Name,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
222360.934277523,2676717.99491775,120.72792833582,24.195650167882,1,,147,0,0,147,0.39943187868398,213.13887404357507
222323.727246132,2676556.76444851,120.727565175744,24.1941937241086,1,,148,0,0,148,0.40093291622698,174.64053075475718
222410.543652699,2676350.05871873,120.728423708732,24.1923288519525,1,,149,0,0,149,0.40298592062282,151.54155547268272
222505.628288403,2676184.6941349,120.729362815131,24.1908373984295,1,,150,0,0,150,0.40474840592480,149.54645860745700
222538.701205164,2676118.54830137,120.729689619865,24.1902407286766,1,,151,0,0,151,0.40542871183265,164.09875825162794
222546.969434342,2675944.91548834,120.729774308937,24.1886730982659,1,,152,0,0,152,0.40699862818183,172.43679669588670
222571.774121863,2675816.75793588,120.730020899841,24.1875163636052,1,,153,0,0,153,0.40818135475611,155.17998066978723
222650.322299216,2675705.13684179,120.730796166717,24.1865098753372,1,,154,0,0,154,0.40945181032879,167.15717020805681
222613.115267912,2675514.96757039,120.730433547822,24.1847921406377,1,,155,0,0,155,0.41120740281033,179.57575307889627
222642.054070047,2675374.40767414,120.73072105097,24.1835234920759,1,,156,0,0,156,0.41250822071985,149.82672561948607
222733.004591091,2675283.45715304,120.731617969394,24.1827038544326,1,,157,0,0,157,0.41372323863194,135.29091424640310
222844.625685251,2675147.03137137,120.732719183788,24.1814739599356,1,,158,0,0,158,0.41537409102194,144.98377954479105
222939.71032095,2674952.72798537,120.733658702079,24.1797211804964,1,,159,0,0,159,0.41736279169867,160.81364575106613
222968.649123078,2674774.96105776,120.733946857998,24.1781165723001,1,,160,0,0,160,0.41899306814694,186.33777927457203
222910.771518745,2674626.13293231,120.733380000517,24.1767717679165,1,,161,0,0,161,0.42045246056632,191.36860634703291
222910.771518727,2674456.63423389,120.733383179764,24.1752413180176,1,,162,0,0,162,0.42198291376743,171.45919260279564
222972.783237724,2674233.39204571,120.733997681875,24.1732266687623,1,,163,0,0,163,0.42408919591032,160.16279206649205
223059.599644176,2674006.01574295,120.734856363767,24.1711751128427,1,,164,0,0,164,0.42631320496694,168.58492227532454
223059.599644158,2673853.05350291,120.734859216223,24.1697939739633,1,,165,0,0,165,0.42769434679191,189.37933692294939
223009.990269023,2673695.95714828,120.734373911791,24.1683746572962,1,,166,0,0,166,0.42919434018971,183.71929479867865
223047.197300444,2673493.38553309,120.734743865802,24.1665462180087,1,,167,0,0,167,0.43105983106292,157.51814681597341
